image,dance_style,viewpoint,num_couples,avg_nearest_neighbor,std_nearest_neighbor,cv_nearest_neighbor,min_nearest_neighbor,max_nearest_neighbor
LAT_FORM_FB_AD_AV_035.jpg,LAT,AV,8,256.28,67.45,0.263,191.02,364.24
LAT_FORM_FB_AD_AV_036.jpg,LAT,AV,7,285.87,54.02,0.189,245.42,386.96
LAT_FORM_FB_AD_AV_037.jpg,LAT,AV,7,202.34,41.75,0.206,178.56,296.03
LAT_FORM_FB_AD_AV_038.jpg,LAT,AV,7,151.0,46.27,0.306,91.06,192.79
LAT_FORM_FB_AD_AV_039.jpg,LAT,AV,6,263.46,25.88,0.098,241.73,312.27
LAT_FORM_FB_AD_AV_040.jpg,LAT,AV,7,293.08,30.79,0.105,280.74,362.87
LAT_FORM_FB_AD_AV_041.jpg,LAT,AV,7,233.76,112.69,0.482,115.81,433.51
LAT_FORM_FB_AD_AV_042.jpg,LAT,AV,5,253.06,18.07,0.071,237.15,281.22
LAT_FORM_FB_AD_AV_043.jpg,LAT,AV,5,256.22,17.66,0.069,244.85,287.13
LAT_FORM_FB_AD_AV_046.jpg,LAT,AV,6,208.83,16.1,0.077,189.79,229.83
LAT_FORM_FB_AD_AV_049.jpg,LAT,AV,5,196.22,43.42,0.221,157.92,263.79
LAT_FORM_FB_AD_AV_051.jpg,LAT,AV,5,190.18,187.54,0.986,1.09,433.15
LAT_FORM_FB_AD_AV_054.jpg,LAT,AV,5,191.19,30.06,0.157,171.76,243.28
LAT_FORM_FB_AD_AV_058.jpg,LAT,AV,5,224.43,35.23,0.157,185.85,251.91
LAT_FORM_FB_AD_AV_059.jpg,LAT,AV,5,221.7,21.1,0.095,204.61,256.28
LAT_FORM_FB_AD_AV_061.jpg,LAT,AV,5,262.72,14.11,0.054,250.54,285.02
LAT_FORM_FB_AD_AV_062.jpg,LAT,AV,7,196.9,26.11,0.133,175.66,235.69
LAT_FORM_FB_AD_AV_064.jpg,LAT,AV,7,131.6,14.32,0.109,119.14,157.86
LAT_FORM_FB_AD_AV_065.jpg,LAT,AV,6,203.8,25.84,0.127,174.35,238.16
LAT_FORM_FB_AD_AV_072.jpg,LAT,AV,7,146.55,30.39,0.207,111.74,189.52
LAT_FORM_FB_AD_AV_073.jpg,LAT,AV,5,207.2,13.7,0.066,194.34,227.29
LAT_FORM_FB_AD_AV_074.jpg,LAT,AV,6,172.31,13.82,0.08,154.51,182.27
LAT_FORM_FB_AD_AV_077.jpg,LAT,AV,5,176.01,51.17,0.291,137.84,254.19
LAT_FORM_FB_AD_AV_078.jpg,LAT,AV,6,152.26,42.86,0.281,119.28,232.53
LAT_FORM_FB_AD_AV_079.jpg,LAT,AV,7,103.82,79.2,0.763,1.44,224.59
LAT_FORM_FB_AD_AV_080.jpg,LAT,AV,5,168.88,59.22,0.351,119.41,264.4
LAT_FORM_FB_AD_AV_081.jpg,LAT,AV,6,188.74,77.91,0.413,127.84,330.03
LAT_FORM_FB_AD_AV_083.jpg,LAT,AV,6,158.56,58.5,0.369,114.8,233.75
LAT_FORM_FB_AD_AV_084.jpg,LAT,AV,7,154.65,54.16,0.35,113.36,233.15
LAT_FORM_FB_AD_AV_085.jpg,LAT,AV,6,157.67,47.0,0.298,126.79,218.35
LAT_FORM_FB_AD_AV_086.jpg,LAT,AV,5,219.91,20.34,0.092,197.68,235.82
LAT_FORM_FB_AD_AV_090.jpg,LAT,AV,8,190.6,49.48,0.26,155.54,308.54
LAT_FORM_FB_AD_AV_091.jpg,LAT,AV,7,181.41,49.91,0.275,147.85,287.5
LAT_FORM_FB_AD_AV_092.jpg,LAT,AV,5,129.68,18.57,0.143,109.57,147.66
LAT_FORM_FB_AD_AV_093.jpg,LAT,AV,6,141.57,109.78,0.775,1.77,229.8
LAT_FORM_FB_AD_AV_095.jpg,LAT,AV,5,184.04,43.32,0.235,143.33,229.36
LAT_FORM_FB_AD_AV_096.jpg,LAT,AV,5,149.04,6.3,0.042,143.51,155.81
LAT_FORM_FB_AD_AV_098.jpg,LAT,AV,7,139.98,100.94,0.721,1.98,259.04
LAT_FORM_FB_AD_AV_099.jpg,LAT,AV,5,233.12,65.43,0.281,184.11,342.62
LAT_FORM_FB_AD_AV_100.jpg,LAT,AV,5,181.68,27.49,0.151,155.43,210.18
LAT_FORM_FB_AD_AV_108.jpg,LAT,AV,8,129.97,10.19,0.078,119.47,144.37
LAT_FORM_FB_AD_AV_109.jpg,LAT,AV,5,154.11,140.01,0.908,0.76,259.53
LAT_FORM_FB_AD_AV_113.jpg,LAT,AV,5,141.48,130.72,0.924,1.48,279.69
LAT_FORM_FB_AD_AV_114.jpg,LAT,AV,6,198.63,55.52,0.28,163.03,290.13
LAT_FORM_FB_AD_AV_115.jpg,LAT,AV,6,215.22,61.55,0.286,172.98,307.83
LAT_FORM_FB_AD_AV_116.jpg,LAT,AV,6,220.39,51.58,0.234,183.06,300.57
LAT_FORM_FB_AD_AV_117.jpg,LAT,AV,6,195.31,43.34,0.222,156.48,258.96
LAT_FORM_FB_AD_AV_118.jpg,LAT,AV,6,208.68,18.76,0.09,186.49,232.29
LAT_FORM_FB_AD_AV_119.jpg,LAT,AV,6,194.23,12.22,0.063,178.9,206.4
LAT_FORM_FB_AD_AV_122.jpg,LAT,AV,5,186.91,14.62,0.078,171.22,199.77
LAT_FORM_FB_AD_AV_124.jpg,LAT,AV,5,165.67,14.05,0.085,154.18,188.58
LAT_FORM_FB_AD_AV_125.jpg,LAT,AV,5,176.39,12.69,0.072,169.02,198.87
LAT_FORM_FB_AD_AV_126.jpg,LAT,AV,5,193.69,16.83,0.087,175.53,208.17
LAT_FORM_FB_AD_AV_128.jpg,LAT,AV,5,332.05,17.16,0.052,320.39,361.8
LAT_FORM_FB_AD_AV_129.jpg,LAT,AV,8,127.04,10.44,0.082,113.42,140.28
LAT_FORM_FB_AD_AV_130.jpg,LAT,AV,8,98.71,3.18,0.032,94.89,103.12
LAT_FORM_FB_AD_AV_131.jpg,LAT,AV,6,105.61,19.74,0.187,83.48,127.58
LAT_FORM_FB_AD_AV_132.jpg,LAT,AV,6,108.15,10.88,0.101,100.92,127.85
LAT_FORM_FB_AD_AV_134.jpg,LAT,AV,5,195.83,26.78,0.137,170.36,234.49
LAT_FORM_FB_AD_AV_135.jpg,LAT,AV,8,129.77,23.44,0.181,106.9,167.9
LAT_FORM_FB_AD_AV_136.jpg,LAT,AV,8,128.99,21.99,0.171,109.65,158.56
LAT_FORM_FB_AD_AV_137.jpg,LAT,AV,8,125.86,14.31,0.114,111.81,143.56
LAT_FORM_FB_AD_AV_138.jpg,LAT,AV,8,119.74,14.92,0.125,103.72,137.36
LAT_FORM_FB_AD_AV_139.jpg,LAT,AV,8,115.16,10.15,0.088,104.05,129.01
LAT_FORM_FB_AD_AV_140.jpg,LAT,AV,8,113.35,13.01,0.115,99.45,130.63
LAT_FORM_FB_AD_AV_141.jpg,LAT,AV,8,112.94,13.32,0.118,97.55,129.47
LAT_FORM_FB_AD_AV_142.jpg,LAT,AV,7,188.34,35.51,0.189,167.32,267.56
LAT_FORM_FB_AD_AV_143.jpg,LAT,AV,7,184.93,12.76,0.069,169.97,204.26
LAT_FORM_FB_AD_AV_144.jpg,LAT,AV,8,161.52,36.33,0.225,111.18,207.1
LAT_FORM_FB_AD_AV_145.jpg,LAT,AV,5,258.8,72.56,0.28,179.57,321.06
LAT_FORM_FB_AD_AV_146.jpg,LAT,AV,8,160.43,13.71,0.085,148.39,181.39
LAT_FORM_FB_AD_AV_150.jpg,LAT,AV,6,175.04,30.36,0.173,140.47,204.51
LAT_FORM_FB_AD_AV_177.jpg,LAT,AV,6,272.69,51.29,0.188,230.69,362.64
LAT_FORM_FB_AD_AV_186.jpg,LAT,AV,8,249.19,19.81,0.079,224.46,271.21
LAT_FORM_FB_AD_AV_190.jpg,LAT,AV,7,272.5,60.1,0.221,229.14,404.16
LAT_FORM_FB_AD_AV_194.jpg,LAT,AV,6,308.4,48.56,0.157,271.71,370.77
LAT_FORM_FB_AD_AV_195.jpg,LAT,AV,7,259.85,40.42,0.156,202.19,302.64
LAT_FORM_FB_AD_AV_197.jpg,LAT,AV,6,259.79,71.43,0.275,198.93,392.23
LAT_FORM_FB_AD_AV_198.jpg,LAT,AV,5,286.56,7.37,0.026,278.49,292.28
LAT_FORM_FB_AD_AV_199.jpg,LAT,AV,7,253.41,35.38,0.14,234.84,328.82
LAT_FORM_FB_AD_AV_200.jpg,LAT,AV,6,270.32,16.79,0.062,260.72,303.47
LAT_FORM_FB_AD_AV_201.jpg,LAT,AV,8,234.43,34.18,0.146,194.69,279.52
LAT_FORM_FB_AD_AV_202.jpg,LAT,AV,6,255.01,15.41,0.06,236.35,274.71
LAT_FORM_FB_AD_AV_204.jpg,LAT,AV,5,307.81,37.36,0.121,284.65,373.54
LAT_FORM_FB_AD_AV_205.jpg,LAT,AV,8,263.97,22.94,0.087,232.78,292.12
LAT_FORM_FB_AD_AV_207.jpg,LAT,AV,6,309.04,46.71,0.151,264.76,389.42
LAT_FORM_FB_AD_AV_208.jpg,LAT,AV,7,277.63,23.37,0.084,265.45,329.87
LAT_FORM_FB_AD_AV_209.jpg,LAT,AV,7,282.85,20.42,0.072,261.35,319.12
LAT_FORM_FB_AD_AV_211.jpg,LAT,AV,7,275.14,36.43,0.132,234.61,322.19
LAT_FORM_FB_AD_AV_213.jpg,LAT,AV,8,206.68,128.57,0.622,1.78,321.6
LAT_FORM_FB_AD_AV_215.jpg,LAT,AV,6,252.59,63.25,0.25,199.66,359.29
LAT_FORM_FB_AD_AV_217.jpg,LAT,AV,7,263.36,62.54,0.237,207.61,388.45
LAT_FORM_FB_AD_AV_218.jpg,LAT,AV,5,310.83,54.08,0.174,254.01,373.73
LAT_FORM_FB_AD_AV_219.jpg,LAT,AV,7,197.48,55.74,0.282,159.47,278.86
LAT_FORM_FB_AD_AV_220.jpg,LAT,AV,6,195.44,18.46,0.094,173.79,218.24
LAT_FORM_FB_AD_AV_221.jpg,LAT,AV,5,288.48,67.33,0.233,231.5,396.27
LAT_FORM_FB_AD_AV_222.jpg,LAT,AV,6,172.27,142.63,0.828,2.53,361.78
LAT_FORM_FB_AD_AV_223.jpg,LAT,AV,7,244.41,34.96,0.143,195.89,273.91
LAT_FORM_FB_AD_AV_224.jpg,LAT,AV,7,252.56,54.65,0.216,184.8,318.01
LAT_FORM_FB_AD_AV_225.jpg,LAT,AV,8,224.48,42.27,0.188,171.25,278.36
LAT_FORM_FB_AD_AV_226.jpg,LAT,AV,6,284.69,47.72,0.168,237.81,361.81
LAT_FORM_FB_AD_AV_227.jpg,LAT,AV,5,266.99,32.25,0.121,251.21,324.62
LAT_FORM_FB_AD_TP_001.jpg,LAT,TP,8,128.67,15.62,0.121,112.38,159.4
LAT_FORM_FB_AD_TP_002.jpg,LAT,TP,8,125.33,6.8,0.054,118.47,135.56
LAT_FORM_FB_AD_TP_003.jpg,LAT,TP,8,125.69,11.26,0.09,110.85,142.37
LAT_FORM_FB_AD_TP_004.jpg,LAT,TP,8,120.09,16.71,0.139,105.07,153.77
LAT_FORM_FB_AD_TP_005.jpg,LAT,TP,8,119.96,11.0,0.092,109.87,138.08
LAT_FORM_FB_AD_TP_006.jpg,LAT,TP,8,121.21,13.17,0.109,106.02,140.62
LAT_FORM_FB_AD_TP_007.jpg,LAT,TP,8,119.31,10.52,0.088,112.08,142.83
LAT_FORM_FB_AD_TP_008.jpg,LAT,TP,8,120.2,11.05,0.092,108.5,142.09
LAT_FORM_FB_AD_TP_009.jpg,LAT,TP,8,122.6,17.34,0.141,102.44,153.11
LAT_FORM_FB_AD_TP_010.jpg,LAT,TP,6,135.3,16.9,0.125,117.75,150.77
LAT_FORM_FB_AD_TP_011.jpg,LAT,TP,8,103.91,3.12,0.03,99.0,107.0
